model,price,transmission,miles_per_gallaon,fuel,year,cubic_capacity,milage,color,type,age,car_brand,car_model
5 2.0 I ROADSTER SPORT BLACK 2d 158 BHP Convertible,8499,Manual,37.2,Petrol,2012,1999.0,64573,WHITE,Convertible,12,Mazda, MX-5
2.2 SKYACTIV-D Sport Nav 4WD Euro 6 (s/s) 5dr SUV,8499,Manual,54.3,Diesel,2012,2184.0,65000,White,SUV,12,Mazda, CX-5
1.5 RED EDITION 5d 89 BHP Hatchback,8500,Manual,62.8,Petrol,2016,1496.0,39750,BLACK,Hatchback,8,Mazda, MADZA2
1.8i SE 2dr Other,8500,Manual,39.8,Petrol,2013,1798.0,51138,Grey,Other,11,Mazda, MX-5
3 2.0 Sport Nav 5Dr Hatchback Hatchback,8500,Manual,55.4,Petrol,2014,1998.0,51179,Silver,Hatchback,10,Mazda, Mazda3
5 1.8 Convertible,8500,Automatic,29.7,Petrol,2002,1839.0,62380,Black,Convertible,22,Mazda, MX-5
SPORT NAV Hatchback,8500,Manual,55.4,Petrol,2015,1998.0,70000,Black,Hatchback,9,Mazda, Mazda3
D SE-L NAV Estate,8500,Automatic,53.3,Diesel,2015,2191.0,94000,BLACK,Estate,9,Mazda, CX-5
2.2 D SPORT NAV 5d 148 BHP Estate,8500,Manual,61.4,Diesel,2016,2191.0,97500,BLUE,Estate,8,Mazda, CX-5
D SPORT NAV Estate,8500,Manual,61.4,Diesel,2016,2191.0,102250,Black,Estate,8,Mazda, CX-5
2.2d Sport Nav 5dr SUV,8500,Manual,61.4,Diesel,2015,2191.0,107811,White,SUV,9,Mazda, CX-5
2.2 SKYACTIV-D Sport Nav Fastback 4dr Diesel Manual Euro 6 (s/s) (150 ps) Sat Nav,8500,Manual,72.4,Diesel,2017,2191.0,67919,Blue,Saloon,7,Mazda, Mazda3
DIESEL ESTATE SUV,8550,Manual,61.4,Diesel,2015,2191.0,99000,Blue,SUV,9,Mazda, CX-5
Saloon,8595,Manual,55.4,Petrol,2015,2000.0,79537,Grey,Saloon,9,Mazda, Mazda3
1.5 75 SE 5dr Hatchback,8599,Manual,60.1,Petrol,2017,1496.0,46647,White,Hatchback,7,Mazda, Mazda2
2.2 SKYACTIV-D SE-L Nav Tourer Euro 6 (s/s) 5dr Estate,8640,Manual,67.3,Diesel,2015,2191.0,67364,Black,Estate,9,Mazda, Mazda6
5 1.8i SE 2dr Convertible,8650,Manual,39.8,Petrol,2011,1798.0,40550,SILVER,Convertible,13,Mazda, MX-5
2.2 D SPORT NAV 5d 148 BHP Estate,8690,Manual,64.2,Diesel,2016,2191.0,95771,RED,Estate,8,Mazda, MADZA6
2.0 SKYACTIV-G SE-L Nav Hatchback,8690,Manual,55.4,Petrol,2016,1998.0,51790,Black,Hatchback,8,Mazda, Mazda3
1.8i Miyako 2dr Other,8695,Manual,40.4,Petrol,2010,1798.0,45000,Red,Other,14,Mazda, MX-5
1.5 TECH EDITION 5d 89 BHP Hatchback,8695,Manual,62.8,Petrol,2017,1496.0,56000,BLUE,Hatchback,7,Mazda, Mazda2
2.2 D SE-L NAV 5d 148 BHP Estate,8699,Manual,67.3,Diesel,2016,2191.0,79200,SILVER,Estate,8,Mazda, Mazda6
2.2d SE-L Nav 5dr AWD Auto Estate,8700,Automatic,51.4,Diesel,2013,2191.0,64000,Grey,Estate,11,Mazda, CX-5
2.0 SKYACTIV-G SE-L Nav Euro 5 (s/s) 5dr Hatchback,8700,Manual,55.4,Petrol,2014,1998.0,31821,Red,Hatchback,10,Mazda, Mazda3
SKYACTIV-G Sport Nav Hatchback,8779,Manual,55.4,Petrol,2016,2000.0,58935,White,Hatchback,8,Mazda, Mazda3
2.0 SE-L NAV 5d 118 BHP Hatchback,8795,Manual,55.4,Petrol,2014,1998.0,40000,SILVER,Hatchback,10,Mazda, MADZA3
2.2 D SE-L NAV 5d 148 BHP Estate,8795,Manual,67.3,Diesel,2014,2191.0,59980,BLACK,Estate,10,Mazda, Mazda6
2.0 SPORT NAV 5d 118 BHP Hatchback,8795,Manual,55.4,Petrol,2014,1998.0,66327,RED,Hatchback,10,Mazda, Mazda3
1.5 75 SE 5dr Hatchback,8799,Manual,60.1,Petrol,2017,1500.0,44770,White,Hatchback,7,Mazda, Mazda2
2.2 D SPORT NAV 5d 148 BHP Hatchback,8799,Manual,68.9,Diesel,2017,2191.0,89354,SILVER,Hatchback,7,Mazda, MADZA3
5 2.0 I ROADSTER KENDO 2d 158 BHP Convertible,8800,Manual,38.2,Petrol,2011,1999.0,48000,GREY,Convertible,13,Mazda, MX-5
2.0 SPORT NAV 5d 118 BHP Hatchback,8850,Manual,47.9,Petrol,2015,1998.0,84000,BLACK,Hatchback,9,Mazda, CX-3
2.0 SKYACTIV-G Sport Nav Euro 6 (s/s) 5dr SUV,8850,Manual,47.9,Petrol,2017,1998.0,79556,Blue,SUV,7,Mazda, CX-3
1.5 Sport Nav 5dr Hatchback,8856,Manual,62.8,Petrol,2016,1500.0,45704,Silver,Hatchback,8,Mazda, Mazda2
2.2 SKYACTIV-D SE-L Lux Nav Euro 6 (s/s) 5dr Other,8891,Manual,61.4,Diesel,2014,2191.0,67000,Red,Other,10,Mazda, CX-5
2.2 D SPORT NAV 5d 173 BHP Estate,8895,Manual,54.3,Diesel,2013,2191.0,61730,BLUE,Estate,11,Mazda, CX-5
2.2 SKYACTIV-D Sport Nav SUV 5dr Diesel Manual 4WD Euro 6 (s/s) (175 ps) 4X4,8895,Manual,54.3,Diesel,2015,2180.0,80600,Grey,4X4,9,Mazda, CX-5
2.2 D SPORT NAV 4d 173 BHP Saloon,8937,Manual,62.8,Diesel,2013,2191.0,38533,BLACK,Saloon,11,Mazda, MADZA6
1.5 Sport Nav 5dr Hatchback,8949,Other,62.8,Petrol,2016,1496.0,42433,White,Hatchback,8,Mazda, Mazda2
2.0 SKYACTIV-G Sport Nav Euro 5 (s/s) 5dr Hatchback,8950,Manual,55.4,Petrol,2016,1998.0,45654,Black,Hatchback,8,Mazda, Mazda3
2.0 Sport Nav 5dr Hatchback,8950,Manual,55.4,Petrol,2015,2000.0,56010,Grey,Hatchback,9,Mazda, Mazda3
1.5 SE-L NAV 5DR Manual £20 ROAD TAX,8990,Manual,62.8,Petrol,2016,1496.0,15000,Red,Hatchback,8,Mazda, Mazda2
1.5 115 Sport Nav 5dr Hatchback,8990,Manual,56.5,Petrol,2015,1496.0,47898,Blue,Hatchback,9,Mazda, Mazda2
1.5 SKYACTIV-D SE-L Nav *APPLY FOR FINANCE ON OUR WBSITE* SUV,8990,Manual,70.6,Diesel,2016,1499.0,52000,Silver,SUV,8,Mazda, CX-3
2.0 SPORT NAV 4d 163 BHP Saloon,8990,Manual,47.9,Petrol,2013,1998.0,58000,BLUE,Saloon,11,Mazda, Mazda6
2.2 SKYACTIV-D Sport Nav 4WD Euro 6 ss 5dr SUV,8990,Manual,54.3,Diesel,2013,2184.0,73000,Grey,SUV,11,Mazda, CX-5
2.2 SKYACTIV-D SE Nav Euro 6 (s/s) 4dr Saloon,8990,Manual,72.4,Diesel,2017,2191.0,87738,Black,Saloon,7,Mazda, Mazda6
2.2 SKYACTIV-D Sport Nav 4WD Euro 6 (s/s) 5dr SUV,8990,Manual,54.3,Diesel,2016,2184.0,97240,Black,SUV,8,Mazda, CX-5
1.5 Sport Black 5dr Hatchback,8994,Manual,62.8,Petrol,2015,1500.0,40093,White,Hatchback,9,Mazda, Mazda2
1.5 TS2 5dr Auto Hatchback,8995,Automatic,44.8,Petrol,2012,1498.0,12000,Grey,Hatchback,12,Mazda, Mazda2
1.3 TAMURA Hatchback,8995,Manual,56.5,Petrol,2014,1300.0,22000,Ice White,Hatchback,10,Mazda, Mazda2
1.5 SE-L 5d 74 BHP Hatchback,8995,Manual,60.1,Petrol,2016,1496.0,28208,GREY,Hatchback,8,Mazda, Mazda2
1.8i Miyako 2dr Other,8995,Manual,40.4,Petrol,2010,1800.0,30000,Silver,Other,14,Mazda, MX-5
5 1.8i Venture Euro 5 2dr Convertible,8995,Manual,39.8,Petrol,2012,1798.0,32000,White,Convertible,12,Mazda, MX-5
1.8i SE Euro 5 2dr Only 33,8995,Manual,39.8,Petrol,2011,1798.0,33000,Grey,Convertible,13,Mazda, MX-5
2.0i SE 2dr Other,8995,Manual,38.2,Petrol,2009,2000.0,37000,Blue,Other,15,Mazda, MX-5
1.5 Sport Nav 5dr Hatchback,8995,Manual,62.8,Petrol,2017,1500.0,37741,Blue,Hatchback,7,Mazda, Mazda2
1.5 Sport Nav 5dr Hatchback,8995,Manual,62.8,Petrol,2017,1500.0,38724,Black,Hatchback,7,Mazda, Mazda2
5 1.8 I SPORT VENTURE 2DR Manual Convertible,8995,Manual,39.8,Petrol,2014,1798.0,39000,Blue,Convertible,10,Mazda, MX-5
I SE Convertible,8995,Manual,39.8,Petrol,2014,1798.0,42137,Silver,Convertible,10,Mazda, MX-5
5 2.0 i Sport Tech Convertible,8995,Manual,37.2,Petrol,2012,1999.0,44000,Silver,Convertible,12,Mazda, MX-5
SALOON Saloon,8995,Manual,47.9,Petrol,2014,1997.0,45000,White,Saloon,10,Mazda, Mazda6
2.2 D SE-L NAV 5d 148 BHP ONLY 47,8995,Manual,67.3,Diesel,2017,2191.0,47399,White,Estate,7,Mazda, Mazda6
1.5 SKYACTIV-G Tech Edition Euro 6 (s/s) 5dr FULL SERVICE HISTORY,8995,Manual,62.8,Petrol,2017,1496.0,50064,Black,Hatchback,7,Mazda, Mazda2
1.5 SPORT NAV 5d 89 BHP Hatchback,8995,Manual,62.8,Petrol,2017,1496.0,50594,RED,Hatchback,7,Mazda, Mazda2
1.5 SKYACTIV-G Sport Nav Hatchback 5dr Petrol Manual Euro 6 (s/s) (90 ps) Hatchback,8995,Manual,62.8,Petrol,2017,1496.0,52170,Red,Hatchback,7,Mazda, MADZA2
Hatchback SE Hatchback,8995,Manual,47.9,Petrol,2015,2000.0,52487,Grey,Hatchback,9,Mazda, CX-3
Se-l 2.0 Se-l Hatchback,8995,Manual,55.4,Petrol,2015,2000.0,53168,Silver,Hatchback,9,Mazda, Mazda3
5 2.0i Sport Tech Convertible 2dr Petrol Manual Euro 5 (160 ps) Convertible,8995,Manual,37.2,Petrol,2012,1999.0,55547,Silver,Convertible,12,Mazda, MX-5
2.0 SE-L NAV 5d 118 BHP Hatchback,8995,Manual,55.4,Petrol,2015,1998.0,57598,WHITE,Hatchback,9,Mazda, Mazda3
2.0i Miyako 2dr Other,8995,Manual,38.2,Petrol,2011,2000.0,58000,Silver,Other,13,Mazda, MX-5
2.2d Sport Nav 5dr Auto Hatchback,8995,Automatic,58.9,Diesel,2014,2184.0,67000,Red,Hatchback,10,Mazda, Mazda3
Hatchback,8995,Manual,55.4,Petrol,2016,1998.0,67599,White,Hatchback,8,Mazda, Mazda3
2.0 SPORT NAV 5d 118 BHP Hatchback,8995,Manual,47.9,Petrol,2015,1998.0,73000,RED,Hatchback,9,Mazda, CX-3
2.2 D SPORT NAV 5d 148 BHP Estate,8995,Manual,61.4,Diesel,2014,2200.0,74375,White,Estate,10,Mazda, CX-5
5 2.0 I ROADSTER SPORT TECH 2d 158 BHP Convertible,8995,Manual,37.2,Petrol,2013,1999.0,79000,SILVER,Convertible,11,Mazda, MX-5
2.2 D SE-L NAV 5d 148 BHP Estate,8995,Automatic,57.6,Diesel,2016,2191.0,87658,GREY,Estate,8,Mazda, Mazda6
Estate,8995,Automatic,51.4,Diesel,2014,2200.0,88000,Red,Estate,10,Mazda, CX-5
2.2 D SPORT NAV 4d 173 BHP Saloon,8995,Manual,62.8,Diesel,2017,2191.0,92461,WHITE,Saloon,7,Mazda, MADZA6
2.2 D SPORT NAV 5d 148 BHP Estate,8995,Manual,64.2,Diesel,2017,2191.0,94575,RED,Estate,7,Mazda, MADZA6
1.5 Tamura Nav Auto Euro 5 5dr Navigation & Air Conditioning Hatchback,8997,Automatic,44.8,Petrol,2014,1498.0,19818,Maroon,Hatchback,10,Mazda, Mazda2
1.5 SE 5d 74 BHP Hatchback,8999,Manual,60.1,Petrol,2017,1496.0,23628,WHITE,Hatchback,7,Mazda, Mazda2
2.2d SE-L Nav 4dr Saloon,8999,Manual,67.3,Diesel,2014,2191.0,25635,Red,Saloon,10,Mazda, Mazda6
1.5 SE-L NAV PLUS 5d 89 BHP Hatchback,8999,Manual,49.6,Petrol,2018,1498.0,42600,BLUE,Hatchback,6,Mazda, Mazda2
2.0 SE NAV 5d 118 BHP Hatchback,8999,Manual,55.4,Petrol,2018,1998.0,46814,RED,Hatchback,6,Mazda, MADZA3
1.5d Sport Nav 5dr AWD SUV,8999,Other,60.1,Diesel,2015,1499.0,55814,Red,SUV,9,Mazda, CX-3
2.0 SPORT NAV Used cars Ely,8999,Manual,47.9,Petrol,2014,1998.0,60000,Blue,Saloon,10,Mazda, MADZA6
2.0 SKYACTIV-G Sport Nav Hatchback,8999,Manual,48.7,Petrol,2017,1998.0,86312,Black,Hatchback,7,Mazda, Mazda3
5 2.0 i Venture Convertible,9000,Manual,37.2,Petrol,2013,1999.0,47000,Blue,Convertible,11,Mazda, MX-5
Hatchback,9000,Manual,62.8,Petrol,2017,1500.0,47321,Blue,Hatchback,7,Mazda, Mazda2
1.5 SE-L 5d 89 BHP- 6 SERVICES-AUTOMATIC GEARBOX-DAB-BLUETOOTH Hatchback,9000,Automatic,58.9,Petrol,2015,1500.0,66420,Blue,Hatchback,9,Mazda, Mazda2
1.5 Sport Nav 5dr Hatchback,9015,Manual,62.8,Petrol,2017,1500.0,51363,Grey,Hatchback,7,Mazda, Mazda2
2.2 D SE-L 5d 148 BHP Estate,9080,Automatic,51.4,Diesel,2014,2191.0,86150,WHITE,Estate,10,Mazda, CX-5
1.5 SE-L Nav+ 5dr Hatchback,9127,Manual,49.6,Petrol,2019,1500.0,51462,Blue,Hatchback,5,Mazda, Mazda2
2.2d SE-L Nav 5dr SUV,9142,Manual,61.4,Diesel,2017,2200.0,79289,Blue,SUV,7,Mazda, CX-5
1.5 SE-L 5dr Hatchback,9179,Manual,62.8,Petrol,2017,1500.0,52688,Grey,Hatchback,7,Mazda, Mazda2
1.5 SE-L NAV 5d 89 BHP Hatchback,9189,Manual,62.8,Petrol,2017,1496.0,39111,RED,Hatchback,7,Mazda, Mazda2
1.5 75 SE+ 5dr Hatchback,9190,Manual,49.6,Petrol,2019,1500.0,29929,Red,Hatchback,5,Mazda, Mazda2
2.0 SE-L NAV 5d 118 BHP Hatchback,9190,Manual,55.4,Petrol,2016,1998.0,57586,BLUE,Hatchback,8,Mazda, Mazda3
1.5 SPORT NAV 5d 89 BHP Hatchback,9199,Manual,62.8,Petrol,2017,1496.0,41074,BLUE,Hatchback,7,Mazda, Mazda2
1.5 SE-L NAV 5d 89 BHP Hatchback,9200,Manual,62.8,Petrol,2018,1496.0,32708,BLACK,Hatchback,6,Mazda, Mazda2
1.5 Sport Nav 5dr Hatchback,9250,Manual,62.8,Petrol,2018,1500.0,44795,Red,Hatchback,6,Mazda, Mazda2
ROADSTER COUPE Convertible,9250,Manual,39.8,Petrol,2014,1798.0,49880,Red,Convertible,10,Mazda, MX-5
2.2 SKYACTIV-D Sport Nav 4WD Euro 6 (s/s) 5dr Heated Leather + Bluetooth SUV,9250,Manual,54.3,Diesel,2016,2184.0,96022,Black,SUV,8,Mazda, CX-5
Cx-5 2.0 Sport Nav 5dr Estate 4x4,9281,Manual,47.1,Petrol,2015,1998.0,58302,Mica - Metropolitan Grey,4X4,9,Mazda, CX-5
5 2.0 I ROADSTER KURO EDITION 2d 158 BHP Convertible,9295,Manual,37.2,Petrol,2013,1999.0,65477,BLACK,Convertible,11,Mazda, MX-5
2.0 SKYACTIV-G SE-L Nav Euro 6 (s/s) 5dr Hatchback,9295,Manual,55.4,Petrol,2017,1998.0,67400,Red,Hatchback,7,Mazda, Mazda3
2.0 Sport Nav 5dr Hatchback,9295,Manual,55.4,Petrol,2016,2000.0,90265,White,Hatchback,8,Mazda, Mazda3
1.5 Red Edition 5dr Hatchback,9299,Manual,62.8,Petrol,2017,1500.0,30604,Black,Hatchback,7,Mazda, Mazda2
1.5 SKYACTIV-G Sport Nav Euro 6 (s/s) 5dr Hatchback,9395,Manual,62.8,Petrol,2017,1496.0,43779,Red,Hatchback,7,Mazda, Mazda2
1.5 75 SE-L 5dr Hatchback,9399,Other,60.1,Petrol,2017,1496.0,25563,Blue,Hatchback,7,Mazda, Mazda2
2.0 Sport Nav 5dr Hatchback,9477,Manual,55.4,Petrol,2015,2000.0,55708,Blue,Hatchback,9,Mazda, Mazda3
SKYACTIV-G SE-L Nav SUV,9479,Manual,47.9,Petrol,2016,2000.0,51079,White,SUV,8,Mazda, CX-3
2.0 SE-L NAV 5d 118 BHP Hatchback,9488,Manual,55.4,Petrol,2016,1998.0,39200,SILVER,Hatchback,8,Mazda, Mazda3
1.5 75 SE-L+ 5dr Hatchback,9490,Manual,49.6,Petrol,2019,1496.0,18389,Grey,Hatchback,5,Mazda, Mazda2
1.5 SPORT BLACK 5d 89 BHP Hatchback,9490,Manual,62.8,Petrol,2016,1496.0,42579,RED,Hatchback,8,Mazda, Mazda2
2.0i Sport Tech Nav 2dr Other,9490,Manual,36.2,Petrol,2015,2000.0,68000,Grey,Other,9,Mazda, MX-5
1.8i SE 2dr LOW MILEAGE !! Convertible,9495,Manual,39.8,Petrol,2012,1798.0,18577,Silver,Convertible,12,Mazda, MX-5
1.5 SE-L 5d 89 BHP Hatchback,9495,Manual,62.8,Petrol,2016,1496.0,26543,GREY,Hatchback,8,Mazda, MADZA2
Hatchback,9495,Manual,62.8,Petrol,2016,1500.0,30625,Silver,Hatchback,8,Mazda, Mazda2
1.5 SE-L PLUS 5d 74 BHP Hatchback,9495,Manual,49.6,Petrol,2019,1498.0,33000,WHITE,Hatchback,5,Mazda, Mazda2
1.8i 20th Anniversary 2dr Other,9495,Manual,40.4,Petrol,2010,1800.0,35000,White,Other,14,Mazda, MX-5
SKYACTIV-G Sport Nav Hatchback,9495,Manual,56.5,Petrol,2016,1500.0,39108,Deep Crystal Blue Mica,Hatchback,8,Mazda, Mazda2
1.5 SKYACTIV-G Sport Black Euro 6 (s/s) 5dr LOW MILEAGE,9495,Manual,62.8,Petrol,2016,1496.0,46842,Red,Hatchback,8,Mazda, Mazda2
Mazda Hatchback Sport Hatchback,9495,Manual,55.4,Petrol,2014,2000.0,52013,Grey,Hatchback,10,Mazda, Mazda3
2.0 165 Sport Nav 5dr Hatchback,9495,Manual,48.7,Petrol,2015,2000.0,58000,White,Hatchback,9,Mazda, Mazda3
2.0 SE-L NAV 5d 163 BHP cruise control,9495,Manual,47.1,Petrol,2014,1998.0,58413,Red,Estate,10,Mazda, CX-5
2.2d Sport Nav 5dr SUV,9495,Manual,61.4,Diesel,2014,2191.0,65000,Blue,SUV,10,Mazda, CX-5
2.2d Sport Nav 4dr Saloon,9495,Manual,72.4,Diesel,2016,2190.0,71000,Grey,Saloon,8,Mazda, Mazda6
1.5 SE-L NAV 5d 89 BHP Hatchback,9500,Manual,62.8,Petrol,2015,1496.0,14657,RED,Hatchback,9,Mazda, MADZA2
1.5 SKYACTIV-G Sport Nav+ Euro 6 (s/s) 5dr Hatchback,9500,Manual,49.6,Petrol,2018,1498.0,39614,Red,Hatchback,6,Mazda, Mazda2
1.5 SKYACTIV-D Sport Nav Fastback Euro 6 (s/s) 4dr Saloon,9550,Manual,74.3,Diesel,2016,1499.0,63327,White,Saloon,8,Mazda, Mazda3
1.5 Sport Nav 5dr Hatchback,9567,Manual,62.8,Petrol,2016,1500.0,35588,Red,Hatchback,8,Mazda, Mazda2
1.5 Sport Nav 5dr - Satellite Hatchback,9600,Manual,62.8,Petrol,2015,1500.0,22932,RED,Hatchback,9,Mazda, Mazda2
2.0 SKYACTIV-G SE-L Nav Euro 5 (s/s) 5dr SAT NAV - REVERSE CAMERA Hatchback,9646,Manual,55.4,Petrol,2015,1998.0,45206,Blue,Hatchback,9,Mazda, Mazda3
1.5 Sport Nav 5dr Hatchback,9649,Other,62.8,Petrol,2017,1496.0,45862,Red,Hatchback,7,Mazda, Mazda2
1.6 Tamura Auto Euro 5 5dr Hatchback,9650,Automatic,38.2,Petrol,2013,1598.0,27000,Silver,Hatchback,11,Mazda, MADZA3
2.0 SKYACTIV-G SE Nav Saloon 4dr Petrol Manual Euro 6 (s/s) (145 ps) Saloon,9657,Manual,51.4,Petrol,2018,1998.0,59100,Black,Saloon,6,Mazda, Mazda6
1.5 SKYACTIV-G GT Sport Euro 6 (s/s) 5dr NAV REAR CAM HEAD UP DISPLAY Hatchback,9695,Manual,56.5,Petrol,2017,1496.0,53690,Blue,Hatchback,7,Mazda, Mazda2
D SPORT NAV Hatchback,9695,Manual,70.6,Diesel,2016,1499.0,91990,Red,Hatchback,8,Mazda, CX-3
1.5 Sport Nav 5dr Hatchback,9699,Other,62.8,Petrol,2017,1496.0,45953,Silver,Hatchback,7,Mazda, Mazda2
2.0 SE-L Nav 5dr Hatchback,9699,Manual,55.4,Petrol,2016,2000.0,70726,Red,Hatchback,8,Mazda, Mazda3
1.5 SKYACTIV-G Sport Black+ Hatchback 5dr Petrol Manual Euro 6 (s/s) (90 ps) Sat Nav,9700,Manual,49.6,Petrol,2018,1496.0,41223,Red,Hatchback,6,Mazda, Mazda2
1.5 75 SE-L 5dr Hatchback,9749,Other,60.1,Petrol,2017,1496.0,12514,Blue,Hatchback,7,Mazda, Mazda2
1.5 75 SE-L+ 5dr Hatchback,9749,Other,49.6,Petrol,2018,1496.0,23679,Blue,Hatchback,6,Mazda, Mazda2
2.0 SE-L Nav 5dr SUV,9750,Manual,47.9,Petrol,2016,2000.0,53168,Blue,SUV,8,Mazda, CX-3
D Sport Venture Edition 5 1.6 D Sport Venture Edition 7 seater Hatchback,9750,Manual,54.3,Diesel,2015,1600.0,96500,White,Hatchback,9,Mazda, MADZA5
2.0 SKYACTIV-G SE-L Nav Euro 5 (s/s) 5dr Hatchback,9785,Manual,55.4,Petrol,2014,1998.0,33000,Red,Hatchback,10,Mazda, MADZA3
Sport Nav 1.5 Hatchback,9877,Manual,56.5,Petrol,2016,1496.0,33800,Black,Hatchback,8,Mazda, Mazda2
5 Convertible,9890,Manual,36.2,Petrol,2015,2000.0,71000,White,Convertible,9,Mazda, MX-5
2.0 SE Nav 5dr Hatchback,9900,Manual,55.4,Petrol,2016,2000.0,27592,White,Hatchback,8,Mazda, Mazda3
Mazda Hatchback SE-L Hatchback,9900,Automatic,58.9,Petrol,2015,1500.0,51208,Unknown,Hatchback,9,Mazda, Mazda2
2.2 SKYACTIV-D Sport Nav SUV 5dr Diesel Manual 4WD Euro 6 (s/s) (175 ps) Other,9925,Manual,54.3,Diesel,2015,2184.0,72949,Grey,Other,9,Mazda, CX-5
2.0 SE-L Nav 5dr Hatchback,9938,Manual,55.4,Petrol,2017,2000.0,32000,Blue,Hatchback,7,Mazda, Mazda3
2.0 Sport Nav 5dr Hatchback,9949,Other,55.4,Petrol,2016,1998.0,52395,Blue,Hatchback,8,Mazda, Mazda3
1.5 75 SE+ 5dr Hatchback,9950,Manual,60.1,Petrol,2018,1496.0,5195,Silver,Hatchback,6,Mazda, Mazda2
2.2 D SPORT NAV 4d 173 BHP Saloon,9950,Manual,62.8,Diesel,2013,2191.0,27000,WHITE,Saloon,11,Mazda, MADZA6
D Sport Nav 1.5 D Sport Nav Hatchback,9950,Manual,70.6,Diesel,2017,1500.0,48202,Blue,Hatchback,7,Mazda, CX-3
DIESEL ESTATE SUV,9950,Automatic,46.3,Diesel,2016,2191.0,72000,Black,SUV,8,Mazda, CX-5
5 2.0 I ROADSTER KENDO 2d 158 BHP Convertible,9980,Manual,38.2,Petrol,2011,1999.0,34000,GREY,Convertible,13,Mazda, MX-5
2.2 D SPORT NAV 5d 148 BHP Estate,9980,Manual,64.2,Diesel,2015,2191.0,64290,RED,Estate,9,Mazda, Mazda6
5 2.0i Sport Tech Nav 2dr Convertible,9990,Manual,36.2,Petrol,2015,2000.0,52931,White,Convertible,9,Mazda, MX-5
2.2 D SPORT NAV 5d 173 BHP Estate,9990,Automatic,51.4,Diesel,2014,2191.0,62500,WHITE,Estate,10,Mazda, CX-5
2.0 SKYACTIV-G SE-L Nav Euro 6 (s/s) 5dr SUV,9990,Manual,47.9,Petrol,2017,1998.0,68610,Silver,SUV,7,Mazda, CX-3
2.0 SKYACTIV-G SE-L Nav SUV,9990,Manual,47.9,Petrol,2016,1998.0,74000,White,SUV,8,Mazda, CX-3
5 2.0 SKYACTIV-G Sport Nav Convertible,9990,Manual,40.9,Petrol,2015,1998.0,81000,Red,Convertible,9,Mazda, MX-5
2.0 SE-L NAV 5d 163 BHP Estate,9990,Manual,44.1,Petrol,2017,1998.0,99987,BLUE,Estate,7,Mazda, CX-5
1.8i Kendo 2dr Other,9995,Manual,39.8,Petrol,2011,1798.0,26000,Black,Other,13,Mazda, MX-5
1.5 D SPORT NAV 5d 104 BHP Hatchback,9995,Manual,83.1,Diesel,2016,1499.0,27272,RED,Hatchback,8,Mazda, MADZA2
1.5 SKYACTIV-G Sport Black Hatchback 5dr Petrol Manual Euro 6 (s/s) (90 ps) Hatchback,9995,Manual,62.8,Petrol,2017,1496.0,28050,White,Hatchback,7,Mazda, Mazda2
1.5 SPORT NAV 5d 89 BHP £30 ROAD TAX TEL. 01642 829098 / MOB. 07747484633 Hatchback,9995,Manual,62.8,Petrol,2016,1496.0,30494,RED,Hatchback,8,Mazda, MADZA2
2.0 SE NAV 4d 143 BHP Saloon,9995,Manual,51.4,Petrol,2016,1998.0,46203,Blue,Saloon,8,Mazda, Mazda6
2.0i Kendo 2dr Other,9995,Manual,38.2,Petrol,2011,2000.0,48000,Grey,Other,13,Mazda, MX-5
1.8i Venture Edition 2dr Other,9995,Manual,39.8,Petrol,2013,1798.0,49148,Black,Other,11,Mazda, MX-5
2.0 SKYACTIV-G SE-L Nav Auto Euro 5 (s/s) 4dr Saloon,9995,Automatic,47.9,Petrol,2014,1998.0,52000,Red,Saloon,10,Mazda, Mazda6
2.0 SPORT NAV 5d 118 BHP Hatchback,9995,Automatic,50.4,Petrol,2014,1998.0,56000,RED,Hatchback,10,Mazda, Mazda3
2.0 SE-L 5dr Hatchback,9995,Manual,47.9,Petrol,2015,1998.0,56000,Grey,Hatchback,9,Mazda, CX-3
2.2 SKYACTIV-D Sport Nav Tourer Estate,9995,Manual,64.2,Diesel,2014,2191.0,58319,White,Estate,10,Mazda, Mazda6
DIESEL HATCHBACK SUV,9995,Manual,70.6,Diesel,2016,1497.0,63106,White,SUV,8,Mazda, CX-3
2.0 SKYACTIV-G Sport Nav Fastback Euro 6 (s/s) 4dr Saloon,9995,Manual,55.4,Petrol,2017,1998.0,64000,Red,Saloon,7,Mazda, MADZA3
2.0 SE-L NAV 4d 143 BHP Saloon,9995,Manual,51.4,Petrol,2017,1998.0,69533,RED,Saloon,7,Mazda, Mazda6
2.2L D SPORT NAV 5d AUTO 173 BHP Estate,9995,Automatic,51.4,Diesel,2015,2191.0,74000,BLACK,Estate,9,Mazda, CX-5
5 1.5 ARCTIC 2d 130 BHP Convertible,9995,Manual,47.1,Petrol,2017,1496.0,80092,BLUE,Convertible,7,Mazda, MX-5
1.5 D SPORT NAV 5d 104 BHP Hatchback,9995,Automatic,54.3,Diesel,2015,1497.0,87300,BLUE,Hatchback,9,Mazda, CX-3
1.5 Sport Nav 5dr Hatchback,9999,Other,62.8,Petrol,2017,1496.0,30046,Red,Hatchback,7,Mazda, Mazda2
2.0 SE 5dr SUV,9999,Other,47.9,Petrol,2016,1998.0,44438,White,SUV,8,Mazda, CX-3
